Customer ID,Age,Age Group,Gender,Item Purchased,Category,Purchase Amount (USD),PA Group,Location,Size,Color,Season,Review Rating,Rating Group,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1991,32,Mid Adult,Male,Backpack,Accessories,95,High Cost,Connecticut,L,White,Spring,3.4,Good,No,Debit Card,2-Day Shipping,No,No,15,PayPal,Annually
1992,46,Mid Aged,Male,Sneakers,Footwear,29,Low cost,Missouri,M,Brown,Summer,3.7,Good,No,Venmo,Next Day Air,No,No,1,Venmo,Every 3 Months
1993,33,Mid Adult,Male,Hoodie,Clothing,98,High Cost,New Jersey,L,Gold,Winter,4.9,Excellent,No,PayPal,2-Day Shipping,No,No,28,Venmo,Monthly
1994,32,Mid Adult,Male,Blouse,Clothing,96,High Cost,Arkansas,S,Purple,Spring,5,Excellent,No,Cash,Express,No,No,17,Cash,Weekly
1995,33,Mid Adult,Male,Sunglasses,Accessories,66,Mid Cost,Nevada,M,Brown,Fall,2.9,Bad,No,Bank Transfer,Next Day Air,No,No,24,Credit Card,Weekly
1996,67,Senior Citizen,Male,Boots,Footwear,80,High Cost,Missouri,S,Teal,Spring,3,Good,No,Credit Card,Standard,No,No,29,Debit Card,Quarterly
1997,67,Senior Citizen,Male,Sneakers,Footwear,27,Low cost,South Dakota,L,Indigo,Summer,3.3,Good,No,Cash,Next Day Air,No,No,18,Cash,Every 3 Months
1998,42,Mid Aged,Male,Backpack,Accessories,25,Low cost,Connecticut,M,Purple,Fall,4.7,Excellent,No,PayPal,Express,No,No,10,Debit Card,Bi-Weekly
1999,20,Adult,Male,Pants,Clothing,45,Mid Cost,Vermont,M,Orange,Fall,3.4,Good,No,Debit Card,2-Day Shipping,No,No,19,Cash,Quarterly
2000,39,Mid Adult,Male,Socks,Clothing,89,High Cost,Tennessee,L,Indigo,Winter,4.6,Excellent,No,Credit Card,2-Day Shipping,No,No,26,Debit Card,Monthly
2001,26,Adult,Male,Belt,Accessories,27,Low cost,California,M,Lavender,Winter,3.6,Good,No,Venmo,2-Day Shipping,No,No,25,Cash,Bi-Weekly
2002,51,Mid Aged,Male,Sunglasses,Accessories,90,High Cost,Wyoming,S,Purple,Winter,2.6,Bad,No,Debit Card,Free Shipping,No,No,2,Debit Card,Fortnightly
2003,31,Mid Adult,Male,Shirt,Clothing,65,Mid Cost,New York,M,Red,Summer,2.7,Bad,No,Cash,Express,No,No,19,PayPal,Every 3 Months
2004,68,Senior Citizen,Male,Sneakers,Footwear,72,High Cost,Maine,S,Blue,Spring,3.1,Good,No,Venmo,Express,No,No,32,Cash,Quarterly
2005,44,Mid Aged,Male,Shoes,Footwear,70,Mid Cost,Georgia,L,Blue,Fall,3.2,Good,No,Cash,2-Day Shipping,No,No,13,Cash,Bi-Weekly
2006,18,Adult,Male,Sandals,Footwear,82,High Cost,Tennessee,M,Cyan,Winter,3.4,Good,No,PayPal,Store Pickup,No,No,30,PayPal,Fortnightly
2007,58,Mid Aged,Male,Scarf,Accessories,97,High Cost,New Mexico,S,Pink,Fall,4.4,Excellent,No,Debit Card,Express,No,No,2,Credit Card,Annually
2008,26,Adult,Male,Shirt,Clothing,25,Low cost,Virginia,M,Silver,Summer,3.2,Good,No,Cash,2-Day Shipping,No,No,8,PayPal,Quarterly
2009,57,Mid Aged,Male,Skirt,Clothing,48,Mid Cost,Florida,M,Gray,Spring,2.5,Bad,No,PayPal,Free Shipping,No,No,27,PayPal,Every 3 Months
2010,37,Mid Adult,Male,Boots,Footwear,99,High Cost,Alabama,M,Indigo,Summer,3.8,Good,No,Venmo,Next Day Air,No,No,26,Venmo,Bi-Weekly
2011,24,Adult,Male,Sweater,Clothing,21,Low cost,Texas,M,Maroon,Summer,4.4,Excellent,No,Venmo,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly
2012,57,Mid Aged,Male,Sandals,Footwear,94,High Cost,West Virginia,M,Beige,Spring,3.7,Good,No,Debit Card,Express,No,No,4,Bank Transfer,Monthly
2013,48,Mid Aged,Male,Jeans,Clothing,53,Mid Cost,Nevada,L,Green,Fall,3.2,Good,No,Bank Transfer,Store Pickup,No,No,5,Cash,Fortnightly
2014,39,Mid Adult,Male,Backpack,Accessories,70,Mid Cost,Virginia,M,Peach,Winter,4.9,Excellent,No,PayPal,Standard,No,No,25,Debit Card,Quarterly
2015,51,Mid Aged,Male,Skirt,Clothing,26,Low cost,Wisconsin,L,Black,Summer,3.9,Good,No,Venmo,Standard,No,No,47,PayPal,Bi-Weekly
2016,57,Mid Aged,Male,Belt,Accessories,82,High Cost,Virginia,S,Pink,Summer,4.5,Excellent,No,Debit Card,Next Day Air,No,No,8,Credit Card,Fortnightly
2017,53,Mid Aged,Male,Shoes,Footwear,47,Mid Cost,Maine,S,Violet,Winter,3.4,Good,No,Credit Card,Standard,No,No,20,Debit Card,Fortnightly
2018,70,Senior Citizen,Male,Socks,Clothing,32,Low cost,Massachusetts,S,Green,Winter,4.1,Excellent,No,Venmo,Next Day Air,No,No,42,Bank Transfer,Every 3 Months
2019,60,Mid Aged,Male,Backpack,Accessories,97,High Cost,Arkansas,S,Gold,Fall,4.5,Excellent,No,Debit Card,Store Pickup,No,No,20,Bank Transfer,Weekly
2020,31,Mid Adult,Male,Shirt,Clothing,68,Mid Cost,Idaho,S,Red,Winter,4.7,Excellent,No,PayPal,Store Pickup,No,No,23,Cash,Fortnightly
2021,41,Mid Aged,Male,Sweater,Clothing,23,Low cost,Pennsylvania,M,Beige,Winter,4.8,Excellent,No,Credit Card,Next Day Air,No,No,26,Cash,Quarterly
2022,62,Senior Citizen,Male,Handbag,Accessories,33,Low cost,Maine,M,Green,Winter,4.4,Excellent,No,Debit Card,Standard,No,No,48,Venmo,Quarterly
2023,59,Mid Aged,Male,Jewelry,Accessories,38,Mid Cost,Alabama,S,Black,Winter,4,Good,No,Bank Transfer,Store Pickup,No,No,16,Cash,Bi-Weekly
2024,46,Mid Aged,Male,Socks,Clothing,68,Mid Cost,Idaho,S,Teal,Winter,4.1,Excellent,No,Bank Transfer,Store Pickup,No,No,28,Cash,Bi-Weekly
2025,62,Senior Citizen,Male,Socks,Clothing,23,Low cost,Arkansas,L,Silver,Fall,3.7,Good,No,Bank Transfer,Express,No,No,39,PayPal,Weekly
2026,42,Mid Aged,Male,Shirt,Clothing,29,Low cost,Delaware,M,Turquoise,Summer,3,Good,No,Bank Transfer,Express,No,No,43,Debit Card,Fortnightly
2027,37,Mid Adult,Male,Scarf,Accessories,35,Mid Cost,Maine,M,Orange,Winter,3.6,Good,No,Bank Transfer,Express,No,No,45,Bank Transfer,Every 3 Months
2028,50,Mid Aged,Male,Shoes,Footwear,73,High Cost,Nebraska,S,Gold,Fall,4.8,Excellent,No,Venmo,Standard,No,No,50,Credit Card,Every 3 Months
2029,29,Adult,Male,Shoes,Footwear,84,High Cost,Ohio,XL,Purple,Fall,3.7,Good,No,Cash,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
2030,25,Adult,Male,Scarf,Accessories,23,Low cost,Montana,M,Pink,Spring,4.6,Excellent,No,Bank Transfer,Next Day Air,No,No,40,PayPal,Quarterly
2031,66,Senior Citizen,Male,Sunglasses,Accessories,67,Mid Cost,New Mexico,S,Green,Summer,2.8,Bad,No,Venmo,Standard,No,No,38,Credit Card,Monthly
2032,21,Adult,Male,Socks,Clothing,51,Mid Cost,North Carolina,L,Charcoal,Spring,4,Good,No,Credit Card,Standard,No,No,2,Credit Card,Monthly
2033,46,Mid Aged,Male,Blouse,Clothing,36,Mid Cost,South Carolina,M,Maroon,Winter,4.2,Excellent,No,Credit Card,Next Day Air,No,No,13,Cash,Annually
2034,57,Mid Aged,Male,Jeans,Clothing,55,Mid Cost,Illinois,L,Olive,Summer,3.6,Good,No,Cash,Express,No,No,33,Venmo,Annually
2035,61,Senior Citizen,Male,Shorts,Clothing,30,Low cost,Alabama,M,Peach,Spring,2.9,Bad,No,Credit Card,Store Pickup,No,No,27,PayPal,Monthly
2036,53,Mid Aged,Male,T-shirt,Clothing,70,Mid Cost,Oklahoma,S,Yellow,Summer,4.1,Excellent,No,Venmo,Express,No,No,43,Bank Transfer,Weekly
2037,37,Mid Adult,Male,Blouse,Clothing,63,Mid Cost,Minnesota,S,Lavender,Winter,3.1,Good,No,PayPal,Next Day Air,No,No,46,Cash,Weekly
2038,39,Mid Adult,Male,Belt,Accessories,87,High Cost,Illinois,S,Green,Summer,4.3,Excellent,No,Cash,Express,No,No,7,Venmo,Bi-Weekly
2039,53,Mid Aged,Male,Blouse,Clothing,70,Mid Cost,Arkansas,L,Orange,Spring,4.4,Excellent,No,Debit Card,Next Day Air,No,No,35,Credit Card,Fortnightly
2040,35,Mid Adult,Male,T-shirt,Clothing,51,Mid Cost,Minnesota,M,Olive,Spring,3.1,Good,No,Cash,Next Day Air,No,No,31,Debit Card,Bi-Weekly
2041,69,Senior Citizen,Male,Jewelry,Accessories,25,Low cost,South Carolina,XL,Gray,Spring,2.9,Bad,No,Debit Card,Free Shipping,No,No,42,Venmo,Quarterly
2042,66,Senior Citizen,Male,Jacket,Outerwear,32,Low cost,New York,S,Lavender,Winter,3.2,Good,No,Cash,Next Day Air,No,No,14,PayPal,Bi-Weekly
2043,19,Adult,Male,Shoes,Footwear,52,Mid Cost,Alabama,M,Red,Spring,4,Good,No,Credit Card,2-Day Shipping,No,No,35,Venmo,Monthly
2044,47,Mid Aged,Male,Gloves,Accessories,33,Low cost,New York,M,Charcoal,Summer,2.7,Bad,No,PayPal,Standard,No,No,49,PayPal,Weekly
2045,49,Mid Aged,Male,Jeans,Clothing,68,Mid Cost,Missouri,L,Orange,Spring,3,Good,No,Cash,Free Shipping,No,No,17,PayPal,Fortnightly
2046,31,Mid Adult,Male,Jewelry,Accessories,20,Low cost,Georgia,M,Red,Fall,4.4,Excellent,No,PayPal,Express,No,No,26,PayPal,Quarterly
2047,39,Mid Adult,Male,Pants,Clothing,32,Low cost,Oklahoma,M,Maroon,Winter,2.8,Bad,No,Bank Transfer,Free Shipping,No,No,30,Cash,Every 3 Months
2048,58,Mid Aged,Male,Jewelry,Accessories,82,High Cost,Connecticut,M,Silver,Summer,3.1,Good,No,Cash,Store Pickup,No,No,32,Cash,Annually
2049,45,Mid Aged,Male,Sneakers,Footwear,64,Mid Cost,Michigan,XL,Pink,Winter,3.9,Good,No,Credit Card,Express,No,No,35,Bank Transfer,Quarterly
2050,68,Senior Citizen,Male,Boots,Footwear,24,Low cost,Rhode Island,L,Blue,Fall,2.7,Bad,No,Debit Card,Standard,No,No,15,Venmo,Annually
2051,35,Mid Adult,Male,Hat,Accessories,96,High Cost,Mississippi,M,Teal,Summer,3.4,Good,No,Credit Card,Store Pickup,No,No,10,Debit Card,Annually
2052,65,Senior Citizen,Male,T-shirt,Clothing,94,High Cost,Massachusetts,L,Black,Spring,3.8,Good,No,Cash,Free Shipping,No,No,14,Credit Card,Monthly
2053,45,Mid Aged,Male,Backpack,Accessories,48,Mid Cost,New Hampshire,M,Gray,Winter,3.7,Good,No,PayPal,2-Day Shipping,No,No,30,Bank Transfer,Annually
2054,19,Adult,Male,Sunglasses,Accessories,60,Mid Cost,Wyoming,S,Purple,Spring,4.5,Excellent,No,Bank Transfer,2-Day Shipping,No,No,16,Credit Card,Fortnightly
2055,65,Senior Citizen,Male,Sweater,Clothing,56,Mid Cost,New Jersey,XL,Gold,Spring,2.9,Bad,No,PayPal,Express,No,No,14,PayPal,Annually
2056,28,Adult,Male,Handbag,Accessories,33,Low cost,Texas,M,Silver,Fall,3.4,Good,No,Debit Card,2-Day Shipping,No,No,28,Bank Transfer,Weekly
2057,55,Mid Aged,Male,Backpack,Accessories,46,Mid Cost,Minnesota,L,Blue,Spring,4.4,Excellent,No,Cash,2-Day Shipping,No,No,29,PayPal,Monthly
2058,66,Senior Citizen,Male,Socks,Clothing,37,Mid Cost,South Dakota,L,Yellow,Spring,4.2,Excellent,No,Credit Card,Standard,No,No,5,PayPal,Every 3 Months
2059,29,Adult,Male,Shirt,Clothing,98,High Cost,Washington,M,Brown,Winter,3.3,Good,No,Debit Card,Store Pickup,No,No,17,Bank Transfer,Quarterly
2060,56,Mid Aged,Male,Shorts,Clothing,50,Mid Cost,California,XL,Beige,Spring,3.7,Good,No,Cash,Express,No,No,50,PayPal,Weekly
2061,21,Adult,Male,Belt,Accessories,63,Mid Cost,Wisconsin,M,Blue,Fall,3.2,Good,No,Debit Card,Next Day Air,No,No,23,Bank Transfer,Quarterly
2062,32,Mid Adult,Male,Sweater,Clothing,70,Mid Cost,Michigan,S,Magenta,Summer,2.6,Bad,No,PayPal,Store Pickup,No,No,22,Debit Card,Annually
2063,54,Mid Aged,Male,Coat,Outerwear,63,Mid Cost,South Carolina,L,Silver,Fall,2.8,Bad,No,PayPal,Standard,No,No,15,Cash,Quarterly
2064,61,Senior Citizen,Male,Shorts,Clothing,86,High Cost,Indiana,M,Cyan,Fall,2.9,Bad,No,Venmo,Standard,No,No,32,Cash,Monthly
2065,31,Mid Adult,Male,Shoes,Footwear,99,High Cost,Arkansas,M,Green,Summer,4,Good,No,Bank Transfer,2-Day Shipping,No,No,5,Bank Transfer,Monthly
2066,27,Adult,Male,Sneakers,Footwear,40,Mid Cost,Oregon,M,Blue,Spring,2.9,Bad,No,PayPal,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly
2067,64,Senior Citizen,Male,Sneakers,Footwear,92,High Cost,Illinois,M,Olive,Fall,4.7,Excellent,No,Credit Card,Store Pickup,No,No,44,Debit Card,Fortnightly
2068,60,Mid Aged,Male,Pants,Clothing,21,Low cost,Maryland,XL,Beige,Fall,3.1,Good,No,Cash,2-Day Shipping,No,No,23,Cash,Fortnightly
2069,70,Senior Citizen,Male,Jewelry,Accessories,81,High Cost,Vermont,XL,Black,Summer,3.9,Good,No,Credit Card,Store Pickup,No,No,44,Venmo,Monthly
2070,36,Mid Adult,Male,T-shirt,Clothing,82,High Cost,Texas,M,Indigo,Fall,3.4,Good,No,Cash,Free Shipping,No,No,3,Debit Card,Quarterly
2071,56,Mid Aged,Male,Jewelry,Accessories,88,High Cost,Nebraska,XL,Red,Spring,3.1,Good,No,Cash,Express,No,No,14,Cash,Monthly
2072,69,Senior Citizen,Male,Jacket,Outerwear,100,High Cost,South Carolina,S,Yellow,Fall,4.8,Excellent,No,Debit Card,Store Pickup,No,No,37,PayPal,Quarterly
2073,39,Mid Adult,Male,Backpack,Accessories,66,Mid Cost,Massachusetts,M,Beige,Winter,3.9,Good,No,Credit Card,Next Day Air,No,No,22,Bank Transfer,Weekly
2074,38,Mid Adult,Male,Belt,Accessories,25,Low cost,Texas,S,Green,Winter,3.5,Good,No,Debit Card,Next Day Air,No,No,2,PayPal,Every 3 Months
2075,36,Mid Adult,Male,Scarf,Accessories,53,Mid Cost,Florida,M,White,Summer,3.1,Good,No,Credit Card,Free Shipping,No,No,44,Debit Card,Fortnightly
2076,46,Mid Aged,Male,Sweater,Clothing,28,Low cost,South Carolina,S,Turquoise,Fall,4.7,Excellent,No,Bank Transfer,Express,No,No,49,Debit Card,Monthly
2077,59,Mid Aged,Male,Gloves,Accessories,23,Low cost,Florida,S,Indigo,Fall,4.6,Excellent,No,Cash,Free Shipping,No,No,22,Debit Card,Bi-Weekly
2078,64,Senior Citizen,Male,Scarf,Accessories,34,Low cost,Nebraska,L,Orange,Fall,3.3,Good,No,Bank Transfer,Free Shipping,No,No,26,Bank Transfer,Annually
2079,49,Mid Aged,Male,Dress,Clothing,42,Mid Cost,Hawaii,M,Blue,Spring,3.2,Good,No,Venmo,Next Day Air,No,No,40,Debit Card,Weekly
2080,32,Mid Adult,Male,Jeans,Clothing,24,Low cost,Montana,L,Violet,Summer,3.1,Good,No,Debit Card,Next Day Air,No,No,16,PayPal,Quarterly
2081,29,Adult,Male,Sunglasses,Accessories,47,Mid Cost,South Dakota,S,Gray,Fall,3.5,Good,No,Credit Card,Free Shipping,No,No,17,Debit Card,Bi-Weekly
2082,24,Adult,Male,Coat,Outerwear,78,High Cost,Alabama,S,Cyan,Spring,4.3,Excellent,No,Credit Card,Standard,No,No,48,Bank Transfer,Bi-Weekly
2083,41,Mid Aged,Male,Jeans,Clothing,89,High Cost,Arkansas,M,Yellow,Summer,2.9,Bad,No,Cash,Free Shipping,No,No,28,Venmo,Every 3 Months
2084,41,Mid Aged,Male,Scarf,Accessories,59,Mid Cost,Mississippi,L,Orange,Fall,2.7,Bad,No,Credit Card,Store Pickup,No,No,26,Credit Card,Fortnightly
2085,32,Mid Adult,Male,Blouse,Clothing,94,High Cost,Vermont,S,Brown,Summer,4,Good,No,Bank Transfer,Standard,No,No,43,Bank Transfer,Quarterly
2086,69,Senior Citizen,Male,Jeans,Clothing,49,Mid Cost,New York,M,Teal,Fall,4.6,Excellent,No,Cash,Free Shipping,No,No,38,Debit Card,Weekly
2087,65,Senior Citizen,Male,Dress,Clothing,89,High Cost,North Dakota,L,Beige,Summer,4.7,Excellent,No,Credit Card,2-Day Shipping,No,No,36,Cash,Every 3 Months
2088,54,Mid Aged,Male,Hat,Accessories,91,High Cost,Wisconsin,M,Blue,Summer,4.7,Excellent,No,Credit Card,Standard,No,No,1,Credit Card,Weekly
2089,39,Mid Adult,Male,Sandals,Footwear,89,High Cost,California,L,Orange,Spring,4,Good,No,Cash,Standard,No,No,49,Debit Card,Annually
2090,37,Mid Adult,Male,Jacket,Outerwear,57,Mid Cost,Maryland,L,Gold,Spring,3.6,Good,No,Cash,Free Shipping,No,No,41,Credit Card,Every 3 Months
2091,51,Mid Aged,Male,Socks,Clothing,71,High Cost,Massachusetts,S,Teal,Winter,3.4,Good,No,Debit Card,Free Shipping,No,No,21,Debit Card,Monthly
2092,26,Adult,Male,Jeans,Clothing,97,High Cost,Washington,XL,Beige,Fall,3,Good,No,PayPal,Next Day Air,No,No,24,Bank Transfer,Quarterly
2093,42,Mid Aged,Male,Sandals,Footwear,45,Mid Cost,Minnesota,M,Silver,Fall,2.6,Bad,No,Bank Transfer,Next Day Air,No,No,27,Bank Transfer,Weekly
2094,21,Adult,Male,Dress,Clothing,91,High Cost,Washington,M,Maroon,Spring,4.2,Excellent,No,Venmo,Store Pickup,No,No,4,Debit Card,Annually
2095,53,Mid Aged,Male,Socks,Clothing,25,Low cost,South Carolina,M,Indigo,Spring,3.4,Good,No,Bank Transfer,Standard,No,No,19,Venmo,Annually
2096,36,Mid Adult,Male,Hoodie,Clothing,63,Mid Cost,New Mexico,M,Gray,Fall,4,Good,No,Credit Card,Store Pickup,No,No,1,Bank Transfer,Fortnightly
2097,21,Adult,Male,Dress,Clothing,52,Mid Cost,North Carolina,L,Blue,Summer,4.7,Excellent,No,Debit Card,Free Shipping,No,No,27,Debit Card,Annually
2098,33,Mid Adult,Male,Sneakers,Footwear,43,Mid Cost,Iowa,S,Cyan,Winter,3.9,Good,No,Credit Card,Next Day Air,No,No,5,Credit Card,Weekly
2099,49,Mid Aged,Male,T-shirt,Clothing,28,Low cost,Louisiana,M,White,Summer,3.3,Good,No,Credit Card,2-Day Shipping,No,No,20,Venmo,Quarterly
2100,31,Mid Adult,Male,T-shirt,Clothing,78,High Cost,Oklahoma,L,Green,Summer,2.9,Bad,No,Debit Card,Express,No,No,50,PayPal,Annually
2101,68,Senior Citizen,Male,Sweater,Clothing,31,Low cost,Michigan,M,Silver,Spring,4.4,Excellent,No,PayPal,Free Shipping,No,No,36,Cash,Fortnightly
2102,49,Mid Aged,Male,Shirt,Clothing,23,Low cost,Oregon,M,Blue,Winter,3.6,Good,No,Cash,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
2103,23,Adult,Male,Hat,Accessories,25,Low cost,Idaho,M,Brown,Spring,4.5,Excellent,No,PayPal,Store Pickup,No,No,23,Cash,Monthly
2104,30,Mid Adult,Male,Pants,Clothing,86,High Cost,Indiana,S,Red,Summer,3.7,Good,No,PayPal,Store Pickup,No,No,21,Venmo,Weekly
2105,53,Mid Aged,Male,Shoes,Footwear,88,High Cost,New Mexico,M,Gold,Spring,2.8,Bad,No,Bank Transfer,Free Shipping,No,No,47,Venmo,Weekly
2106,65,Senior Citizen,Male,Gloves,Accessories,35,Mid Cost,South Carolina,M,Silver,Spring,4.5,Excellent,No,Credit Card,Free Shipping,No,No,38,Venmo,Bi-Weekly
2107,60,Mid Aged,Male,Jewelry,Accessories,34,Low cost,Vermont,M,Gray,Fall,4.4,Excellent,No,Cash,Standard,No,No,40,Credit Card,Every 3 Months
2108,46,Mid Aged,Male,Pants,Clothing,75,High Cost,Delaware,M,Black,Winter,3.3,Good,No,PayPal,Standard,No,No,35,PayPal,Quarterly
2109,54,Mid Aged,Male,Hoodie,Clothing,46,Mid Cost,North Dakota,XL,Beige,Winter,4.2,Excellent,No,Debit Card,Express,No,No,4,Credit Card,Quarterly
2110,59,Mid Aged,Male,Jewelry,Accessories,31,Low cost,California,L,Peach,Fall,2.7,Bad,No,Cash,Free Shipping,No,No,28,Venmo,Every 3 Months
2111,52,Mid Aged,Male,Socks,Clothing,93,High Cost,Montana,L,Cyan,Spring,3.9,Good,No,Cash,Store Pickup,No,No,36,Debit Card,Every 3 Months
2112,41,Mid Aged,Male,Sunglasses,Accessories,85,High Cost,Missouri,XL,Pink,Spring,2.6,Bad,No,Credit Card,Free Shipping,No,No,15,Bank Transfer,Annually
2113,43,Mid Aged,Male,Belt,Accessories,68,Mid Cost,Tennessee,M,Lavender,Fall,4.5,Excellent,No,Credit Card,2-Day Shipping,No,No,7,Cash,Fortnightly
2114,63,Senior Citizen,Male,Dress,Clothing,40,Mid Cost,Virginia,M,Brown,Spring,2.7,Bad,No,Credit Card,Store Pickup,No,No,29,PayPal,Every 3 Months
2115,37,Mid Adult,Male,Shirt,Clothing,51,Mid Cost,Vermont,M,Magenta,Winter,2.9,Bad,No,Credit Card,Standard,No,No,12,Debit Card,Annually
2116,44,Mid Aged,Male,Scarf,Accessories,85,High Cost,Rhode Island,M,Violet,Winter,3.4,Good,No,Credit Card,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
2117,67,Senior Citizen,Male,Jacket,Outerwear,23,Low cost,Kansas,M,Teal,Summer,2.9,Bad,No,PayPal,Express,No,No,50,Debit Card,Bi-Weekly
2118,27,Adult,Male,Dress,Clothing,28,Low cost,Colorado,L,Brown,Summer,3.8,Good,No,Bank Transfer,Free Shipping,No,No,11,Debit Card,Annually
2119,60,Mid Aged,Male,Socks,Clothing,44,Mid Cost,Georgia,M,Olive,Fall,4.2,Excellent,No,Bank Transfer,2-Day Shipping,No,No,28,Debit Card,Quarterly
2120,58,Mid Aged,Male,Jewelry,Accessories,57,Mid Cost,Nebraska,M,Indigo,Spring,3.5,Good,No,Debit Card,Store Pickup,No,No,36,Venmo,Bi-Weekly
2121,53,Mid Aged,Male,Scarf,Accessories,98,High Cost,Missouri,S,Red,Fall,3.1,Good,No,Venmo,Next Day Air,No,No,38,PayPal,Quarterly
2122,43,Mid Aged,Male,Backpack,Accessories,68,Mid Cost,Alaska,M,Olive,Winter,3.5,Good,No,Credit Card,2-Day Shipping,No,No,32,Bank Transfer,Monthly
2123,32,Mid Adult,Male,Jacket,Outerwear,36,Mid Cost,Virginia,L,Teal,Fall,4,Good,No,PayPal,Express,No,No,42,Debit Card,Weekly
2124,54,Mid Aged,Male,Coat,Outerwear,71,High Cost,Nebraska,L,Cyan,Spring,3.7,Good,No,Cash,Express,No,No,22,Debit Card,Bi-Weekly
2125,47,Mid Aged,Male,Skirt,Clothing,60,Mid Cost,Rhode Island,M,Teal,Fall,4.2,Excellent,No,Venmo,Next Day Air,No,No,22,Venmo,Quarterly
2126,57,Mid Aged,Male,Coat,Outerwear,87,High Cost,New Hampshire,M,Beige,Fall,4.8,Excellent,No,Credit Card,Store Pickup,No,No,31,PayPal,Quarterly
2127,63,Senior Citizen,Male,Shoes,Footwear,38,Mid Cost,Alabama,XL,Magenta,Winter,4.1,Excellent,No,PayPal,Express,No,No,28,Credit Card,Monthly
2128,70,Senior Citizen,Male,Boots,Footwear,45,Mid Cost,North Carolina,M,Indigo,Spring,4.5,Excellent,No,Credit Card,2-Day Shipping,No,No,40,Debit Card,Weekly
2129,62,Senior Citizen,Male,Coat,Outerwear,47,Mid Cost,New Mexico,L,Cyan,Fall,2.7,Bad,No,PayPal,2-Day Shipping,No,No,21,PayPal,Weekly
2130,40,Mid Adult,Male,Skirt,Clothing,57,Mid Cost,Minnesota,L,Orange,Fall,2.8,Bad,No,Credit Card,Store Pickup,No,No,12,PayPal,Every 3 Months
2131,25,Adult,Male,Backpack,Accessories,68,Mid Cost,Arizona,L,Violet,Summer,3.7,Good,No,Debit Card,Free Shipping,No,No,33,Credit Card,Annually
2132,19,Adult,Male,Shorts,Clothing,52,Mid Cost,Montana,M,Red,Fall,3.6,Good,No,Credit Card,Express,No,No,9,Bank Transfer,Fortnightly
2133,25,Adult,Male,Skirt,Clothing,87,High Cost,Vermont,M,Magenta,Fall,4.7,Excellent,No,PayPal,2-Day Shipping,No,No,15,Debit Card,Weekly
2134,21,Adult,Male,Hat,Accessories,34,Low cost,Maine,M,Olive,Summer,3.8,Good,No,PayPal,Standard,No,No,13,Bank Transfer,Annually
2135,55,Mid Aged,Male,Sandals,Footwear,41,Mid Cost,Virginia,XL,Maroon,Winter,2.9,Bad,No,Venmo,Standard,No,No,35,Credit Card,Fortnightly
2136,34,Mid Adult,Male,Sunglasses,Accessories,94,High Cost,California,S,Yellow,Winter,4.6,Excellent,No,Credit Card,Next Day Air,No,No,1,Debit Card,Every 3 Months
2137,47,Mid Aged,Male,Sunglasses,Accessories,93,High Cost,New York,M,Red,Summer,2.8,Bad,No,Bank Transfer,Standard,No,No,25,Bank Transfer,Fortnightly
2138,27,Adult,Male,Socks,Clothing,51,Mid Cost,Indiana,XL,Purple,Winter,4.6,Excellent,No,Bank Transfer,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
2139,67,Senior Citizen,Male,Sweater,Clothing,42,Mid Cost,Mississippi,M,Teal,Fall,2.8,Bad,No,Venmo,Next Day Air,No,No,36,Venmo,Quarterly
2140,40,Mid Adult,Male,Boots,Footwear,95,High Cost,New York,M,Red,Winter,3,Good,No,Credit Card,Free Shipping,No,No,33,Cash,Weekly
2141,53,Mid Aged,Male,Handbag,Accessories,90,High Cost,New Mexico,M,Brown,Fall,3.7,Good,No,Cash,Standard,No,No,36,Cash,Fortnightly
2142,24,Adult,Male,Dress,Clothing,98,High Cost,Kentucky,M,Peach,Winter,4.1,Excellent,No,Credit Card,2-Day Shipping,No,No,32,PayPal,Annually
2143,47,Mid Aged,Male,Hat,Accessories,39,Mid Cost,North Dakota,M,Maroon,Winter,4.3,Excellent,No,Venmo,Next Day Air,No,No,21,Venmo,Quarterly
2144,53,Mid Aged,Male,Sandals,Footwear,66,Mid Cost,Arkansas,L,Red,Fall,3.8,Good,No,Debit Card,Next Day Air,No,No,48,Venmo,Bi-Weekly
2145,47,Mid Aged,Male,Shoes,Footwear,23,Low cost,Maryland,L,Orange,Winter,3.7,Good,No,Cash,Free Shipping,No,No,25,PayPal,Quarterly
2146,38,Mid Adult,Male,Skirt,Clothing,73,High Cost,Connecticut,S,White,Winter,4.8,Excellent,No,Debit Card,Standard,No,No,32,PayPal,Annually
2147,48,Mid Aged,Male,Sunglasses,Accessories,23,Low cost,Utah,XL,White,Summer,4.6,Excellent,No,Debit Card,Standard,No,No,45,PayPal,Every 3 Months
2148,47,Mid Aged,Male,Skirt,Clothing,43,Mid Cost,Missouri,S,Charcoal,Fall,4.8,Excellent,No,PayPal,Standard,No,No,4,Cash,Fortnightly
